"인천","국립",1,25,680,340,32,15,3,0,112,56,97,47,24,24,0,1,25,671,335,32,16,3,0,112,56,119,60,25,25,0,1,25,672,336,34,19,3,1,112,56,111,55,25,25,0,1,25,671,336,34,19,4,1,112,56,109,55,25,25,0,1,25,671,336,34,19,4,2,112,56,110,56,25,25,-,1,25,668,335,32,16,4,2,112,56,111,56,25,25,-,1,25,666,336,32,16,5,3,112,56,110,55,25,25,-,1,25,649,327,32,15,5,2,96,48,109,56,25,25,-,1,25,637,320,32,16,4,2,96,48,105,54,32,25,-,7,-,1,25,621,311,32,16,4,2,96,48,107,56,33,25,-,8,-,1,25,599,301,32,18,4,2,96,48,112,56,33,25,-,8,-,1,25,589,294,32,14,4,4,96,48,104,54,35,25,0,10,0,1,25,575,288,32,13,4,2,96,48,109,54,35,25,0,10,0,1,25,570,288,32,12,4,1,95,48,92,46,35,25,-,10,-
"인천","공립",210,6856,212301,101578,9051,6634,1179,803,32947,15782,39532,18593,7389,7385,4,218,7004,203482,97583,9404,6974,1069,719,29832,14350,38603,18418,7138,7135,3,218,6917,190842,91516,9511,7087,1073,737,25339,12179,36851,17652,7101,7091,10,220,6821,180849,86837,9404,7039,1027,696,26201,12684,36253,17576,7033,7023,10,226,6764,171138,82280,9529,7189,1039,703,24808,11961,33814,16223,7059,7052,7,230,6642,162393,78380,9513,7200,1092,740,23399,11317,32975,15729,7029,7019,10,234,6618,155346,74992,9625,7275,1064,737,24538,11767,33008,15881,7052,7030,22,236,6659,154198,74605,9764,7389,1074,738,27647,13442,29456,14196,7075,7050,25,237,6653,154532,75051,9745,7368,1043,706,26095,12802,25865,12438,8632,7048,175,1378,31,241,6671,153119,74381,9839,7432,1029,699,25508,12374,26805,13022,8820,7154,178,1458,30,243,6688,154087,74979,9847,7454,1021,724,26594,12903,25472,12353,8893,7220,211,1446,16,243,6882,156535,76135,9901,7499,988,707,26933,13043,23773,11511,8979,7383,166,1415,15,244,6896,158591,77163,9891,7496,943,697,27139,13260,24551,11812,9091,7482,149,1447,13,247,6815,154711,75395,9940,7553,931,690,24391,11979,27457,13400,9199,7555,177,1451,16
"인천","사립",5,67,1690,805,81,39,18,11,307,147,251,110,70,70,0,5,67,1628,794,80,40,17,10,332,169,255,125,67,67,0,5,69,1696,822,81,40,15,8,376,179,247,122,69,69,0,5,71,1741,840,81,39,15,8,382,181,223,107,72,72,0,5,72,1789,878,86,45,15,8,387,191,215,109,73,73,-,5,73,1867,930,88,43,16,9,371,196,223,111,73,73,-,5,74,1906,940,91,44,16,9,388,188,235,116,73,73,-,5,73,1893,941,94,45,13,7,442,230,254,129,75,75,-,5,75,1930,967,97,47,14,7,372,189,228,113,138,75,6,57,-,5,76,1850,937,96,42,15,8,348,181,296,143,138,75,6,57,-,5,75,1784,902,104,51,14,9,336,169,268,128,134,77,9,48,-,5,74,1747,879,104,52,14,9,332,166,250,134,134,77,9,48,0,5,74,1687,839,103,50,14,9,306,146,254,125,134,77,9,48,0,5,73,1647,795,99,48,12,8,349,153,252,140,133,77,9,47,-
"광주","계",136,4033,132619,63488,5232,3902,640,353,21306,10062,23497,11175,4070,4070,0,139,4023,127758,61181,5306,4055,575,307,18584,8923,23827,11511,4023,4023,0,145,4082,121590,58227,5442,4229,588,334,15854,7546,22903,10968,4144,4134,10,145,4136,115827,55325,5579,4378,598,346,16445,7748,23219,11237,4242,4228,14,147,4120,109760,52450,5851,4611,624,353,15394,7358,22320,10684,4291,4262,29,148,4076,102912,49194,6001,4750,615,355,13965,6744,21415,10315,4330,4306,24,149,4002,96055,46014,5960,4759,605,346,14536,6999,21736,10360,4263,4240,23,150,3989,93163,44548,6001,4819,612,348,15974,7633,19080,9234,4350,4334,16,153,4023,91862,44094,6013,4837,612,360,14807,7228,16428,7865,5184,4110,211,766,97,153,3985,89095,42905,6027,4848,586,353,14207,6888,16690,7917,5221,4186,182,756,97,154,3996,88189,42551,6025,4850,587,362,14893,7227,15481,7444,5225,4242,194,733,56,154,4050,88622,42780,6084,4889,594,371,14633,7087,13998,6742,5263,4311,197,704,51,155,4071,88990,42924,6068,4885,586,366,15195,7292,14440,6947,5334,4356,204,721,53,155,4044,86419,41850,6046,4857,580,384,13532,6598,15821,7551,5354,4298,198,819,39
"광주","국립",1,24,579,290,30,12,3,2,96,48,96,48,24,24,0,1,25,582,290,33,14,3,2,96,48,97,49,25,25,0,1,25,578,289,33,14,2,1,97,49,101,51,25,25,0,1,25,581,290,33,11,1,0,91,44,96,48,25,25,0,1,25,584,291,33,8,1,-,91,44,95,47,25,25,-,1,25,584,291,33,8,1,-,96,48,97,49,25,25,-,1,25,583,292,33,7,1,1,96,48,98,48,25,25,-,1,25,582,292,33,7,2,1,96,48,97,48,25,25,-,1,25,582,289,33,8,2,1,97,48,98,49,36,9,-,9,18,1,25,587,294,33,11,-,-,100,50,99,50,36,9,-,9,18,1,25,588,296,33,15,2,1,99,50,98,48,36,27,-,9,-,1,25,581,288,34,19,2,1,100,50,98,51,35,27,0,8,0,1,25,593,297,34,24,2,1,95,47,89,42,35,27,0,8,0,1,25,576,286,34,25,2,2,96,49,98,50,35,27,-,8,-
"광주","공립",132,3958,130403,62400,5144,3858,627,346,20902,9860,23149,10997,3995,3995,0,135,3946,125476,60039,5215,4008,562,300,18177,8718,23465,11334,3946,3946,0,141,4004,119234,57035,5348,4183,576,328,15444,7342,22553,10808,4066,4056,10,141,4057,113474,54169,5485,4331,585,340,16047,7553,22850,11044,4163,4149,14,143,4041,107444,51305,5742,4561,611,347,15008,7166,21939,10498,4212,4183,29,144,3997,100578,48043,5888,4700,602,349,13575,6555,21030,10120,4251,4227,24,145,3923,93758,44899,5865,4718,590,339,14147,6800,21349,10171,4184,4161,23,146,3910,90862,43399,5902,4776,595,341,15584,7438,18709,9041,4271,4255,16,149,3944,89562,42954,5914,4793,596,353,14416,7038,16047,7676,5004,4044,186,734,40,149,3906,86798,41755,5929,4803,571,346,13813,6691,16315,7738,5041,4120,157,724,40,150,3917,85874,41383,5926,4800,570,354,14500,7039,15117,7264,5076,4161,170,707,38,150,3971,86301,41606,5985,4832,578,365,14251,6896,13638,6568,5115,4230,173,679,33,151,3992,86687,41776,5969,4821,570,359,14824,7107,14062,6739,5186,4275,180,696,35,151,3965,84148,40727,5948,4796,564,376,13160,6410,15444,7351,5206,4217,174,794,21
"광주","사립",3,51,1637,798,58,32,10,5,308,154,252,130,51,51,0,3,52,1700,852,58,33,10,5,311,157,265,128,52,52,0,3,53,1778,903,61,32,10,5,313,155,249,109,53,53,0,3,54,1772,866,61,36,12,6,307,151,273,145,54,54,0,3,54,1732,854,76,42,12,6,295,148,286,139,54,54,-,3,54,1750,860,80,42,12,6,294,141,288,146,54,54,-,3,54,1714,823,62,34,14,6,293,151,289,141,54,54,-,3,54,1719,857,66,36,15,6,294,147,274,145,54,54,-,3,54,1718,851,66,36,14,6,294,142,283,140,144,57,25,23,39,3,54,1710,856,65,34,15,7,294,147,276,129,144,57,25,23,39,3,54,1727,872,66,35,15,7,294,138,266,132,113,54,24,17,18,3,54,1740,886,65,38,14,5,282,141,262,123,113,54,24,17,18,3,54,1710,851,65,40,14,6,276,138,289,166,113,54,24,17,18,3,54,1695,837,64,36,14,6,276,139,279,150,113,54,24,17,18
"대전","계",136,3981,125583,59611,5144,4067,663,375,20036,9654,22227,10350,4237,4211,26,137,3959,120881,57677,5432,4395,591,325,17651,8355,22540,10549,3988,3984,4,138,3943,114621,54674,5545,4559,581,322,15547,7403,21901,10414,3999,3993,6,138,3887,109013,52137,5552,4632,588,332,16020,7762,21416,10262,4000,3981,19,141,3943,103852,49746,5742,4845,598,334,15447,7442,20528,9827,4112,4092,20,143,3986,98665,47404,5889,5022,608,353,14185,6800,19594,9289,4141,4126,15,143,3988,93398,44787,5968,5127,559,332,14743,7092,19923,9609,4122,4112,10,143,3962,91599,44168,5976,5173,570,333,16028,7853,17620,8359,4123,4117,6,146,3997,89464,43287,6006,5256,570,345,14866,7196,15556,7402,5196,4079,166,898,53,146,3956,85939,41579,6005,5270,564,344,13683,6625,15524,7503,5191,4067,173,890,61,147,3891,84240,40835,6010,5279,557,335,14184,6869,14858,7165,5146,4073,132,869,72,148,3897,83453,40461,6030,5320,536,333,14062,6805,13330,6379,5165,4082,153,873,57,148,3888,82743,40175,6007,5292,532,346,13967,6784,13503,6490,5135,4030,153,894,58,148,3839,79807,38764,6035,5321,509,336,12584,6180,14602,7102,5084,4014,160,853,57
"대전","국립",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"대전","공립",134,3941,124277,58995,5092,4033,651,369,19784,9530,22081,10278,4189,4163,26,135,3918,119532,57011,5365,4349,579,319,17399,8236,22355,10458,3947,3943,4,136,3902,113201,53969,5479,4512,569,316,15293,7266,21711,10308,3958,3952,6,136,3845,107582,51439,5478,4588,576,326,15767,7640,21222,10168,3958,3939,19,139,3901,102437,49038,5669,4799,587,327,15195,7321,20311,9720,4070,4050,20,141,3944,97259,46680,5814,4973,597,346,13934,6671,19388,9193,4099,4084,15,141,3946,92043,44081,5908,5093,550,328,14507,6968,19702,9499,4080,4070,10,141,3920,90242,43457,5910,5136,559,327,15792,7735,17420,8256,4081,4075,6,144,3955,88134,42611,5944,5216,558,339,14630,7085,15363,7292,5117,4037,161,866,53,144,3914,84619,40905,5948,5233,553,338,13447,6513,15319,7396,5110,4025,160,864,61,145,3849,82919,40159,5953,5243,546,329,13948,6751,14656,7069,5087,4031,127,857,72,146,3855,82145,39791,5974,5284,525,327,13834,6691,13124,6268,5106,4040,148,861,57,146,3846,81452,39518,5951,5257,521,339,13739,6670,13314,6385,5096,4006,148,884,58,146,3797,78521,38118,5978,5287,498,329,12356,6068,14415,7000,5045,3990,155,843,57
"대전","사립",2,40,1306,616,52,34,12,6,252,124,146,72,48,48,0,2,41,1349,666,67,46,12,6,252,119,185,91,41,41,0,2,41,1420,705,66,47,12,6,254,137,190,106,41,41,0,2,42,1431,698,74,44,12,6,253,122,194,94,42,42,0,2,42,1415,708,73,46,11,7,252,121,217,107,42,42,-,2,42,1406,724,75,49,11,7,251,129,206,96,42,42,-,2,42,1355,706,60,34,9,4,236,124,221,110,42,42,-,2,42,1357,711,66,37,11,6,236,118,200,103,42,42,-,2,42,1330,676,62,40,12,6,236,111,193,110,79,42,5,32,-,2,42,1320,674,57,37,11,6,236,112,205,107,81,42,13,26,-,2,42,1321,676,57,36,11,6,236,118,202,96,59,42,5,12,-,2,42,1308,670,56,36,11,6,228,114,206,111,59,42,5,12,0,2,42,1291,657,56,35,11,7,228,114,189,105,39,24,5,10,0,2,42,1286,646,57,34,11,7,228,112,187,102,39,24,5,10,-
"울산","계",114,3161,99281,46297,4145,3114,569,383,15316,7233,18251,8258,3342,3339,3,116,3080,94111,44031,4196,3168,524,335,13538,6278,18062,8287,3257,3253,4,116,2932,87693,41141,4185,3155,524,344,11167,5272,17399,8013,3058,3049,9,118,2974,81678,38225,4194,3185,530,358,11401,5319,16877,8015,3096,3080,16,119,2911,76596,35966,4342,3312,537,359,10910,5146,15933,7348,3080,3061,19,119,2869,71544,33624,4316,3295,539,358,10129,4824,15179,7152,3012,2993,19,118,2813,67156,31581,4362,3342,511,346,10559,5029,15037,7088,2947,2920,27,119,2884,65810,31194,4346,3351,534,355,11860,5775,13163,6131,3083,3083,-,119,2887,66134,31377,4260,3288,507,345,11384,5456,11023,5201,3894,3031,129,717,17,117,2880,65629,31335,4235,3275,502,353,11023,5280,11347,5282,3959,3050,139,749,21,118,2923,66016,31607,4240,3302,485,345,11506,5520,10862,5105,3985,3081,150,735,19,117,2926,67290,32253,4229,3301,485,354,11573,5529,10030,4734,4006,3098,170,710,28,119,2983,68512,32973,4322,3379,480,359,12080,5870,10430,4987,4137,3222,190,702,23,120,2946,67397,32497,4301,3353,476,348,10842,5323,11643,5651,4078,3191,165,698,24
"울산","국립",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"울산","공립",114,3161,99281,46297,4145,3114,569,383,15316,7233,18251,8258,3342,3339,3,116,3080,94111,44031,4196,3168,524,335,13538,6278,18062,8287,3257,3253,4,116,2932,87693,41141,4185,3155,524,344,11167,5272,17399,8013,3058,3049,9,118,2974,81678,38225,4194,3185,530,358,11401,5319,16877,8015,3096,3080,16,119,2911,76596,35966,4342,3312,537,359,10910,5146,15933,7348,3080,3061,19,119,2869,71544,33624,4316,3295,539,358,10129,4824,15179,7152,3012,2993,19,118,2813,67156,31581,4362,3342,511,346,10559,5029,15037,7088,2947,2920,27,119,2884,65810,31194,4346,3351,534,355,11860,5775,13163,6131,3083,3083,-,119,2887,66134,31377,4260,3288,507,345,11384,5456,11023,5201,3894,3031,129,717,17,117,2880,65629,31335,4235,3275,502,353,11023,5280,11347,5282,3959,3050,139,749,21,118,2923,66016,31607,4240,3302,485,345,11506,5520,10862,5105,3985,3081,150,735,19,117,2926,67290,32253,4229,3301,485,354,11573,5529,10030,4734,4006,3098,170,710,28,119,2983,68512,32973,4322,3379,480,359,12080,5870,10430,4987,4137,3222,190,702,23,120,2946,67397,32497,4301,3353,476,348,10842,5323,11643,5651,4078,3191,165,698,24
"울산","사립",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"세종","계",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,335,7090,3489,524,381,90,44,1137,541,1222,557,373,372,1,26,402,8057,3954,663,487,108,54,1495,760,1301,652,460,460,-,35,672,13353,6564,1034,778,134,73,2541,1274,1470,733,1200,929,64,194,13,37,828,17910,8899,1279,970,152,91,3238,1589,2460,1191,1323,1015,70,227,11,43,994,20764,10281,1536,1182,174,108,3846,1883,2870,1448,1710,1305,141,254,10,47,1179,24865,12252,1793,1376,193,122,4454,2129,3123,1568,1964,1533,122,298,11,48,1328,27892,13758,1956,1516,186,126,4965,2421,3901,1925,2009,1573,105,319,12,49,1412,29487,14438,2142,1664,197,130,4877,2382,4486,2280,2053,1612,109,322,10
"세종","국립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"세종","공립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,335,7090,3489,524,381,90,44,1137,541,1222,557,373,372,1,26,402,8057,3954,663,487,108,54,1495,760,1301,652,460,460,-,35,672,13353,6564,1034,778,134,73,2541,1274,1470,733,1200,929,64,194,13,37,828,17910,8899,1279,970,152,91,3238,1589,2460,1191,1323,1015,70,227,11,43,994,20764,10281,1536,1182,174,108,3846,1883,2870,1448,1710,1305,141,254,10,47,1179,24865,12252,1793,1376,193,122,4454,2129,3123,1568,1964,1533,122,298,11,48,1328,27892,13758,1956,1516,186,126,4965,2421,3901,1925,2009,1573,105,319,12,49,1412,29487,14438,2142,1664,197,130,4877,2382,4486,2280,2053,1612,109,322,10
"세종","사립",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기","계",1068,27550,951908,456238,36298,27840,4777,2434,155103,74178,164353,77691,27576,27554,22,1094,27991,920586,442369,37693,29184,4580,2199,137905,66133,164567,78283,27979,27979,0,1114,28252,880141,423438,38954,30157,4573,2218,121592,58212,160344,76524,28267,28267,0,1145,28722,848135,407342,40449,31554,4779,2367,125406,60298,159924,77519,29335,29267,68,1159,28530,814927,392119,41619,32655,4841,2442,122719,59280,155162,74650,29234,29155,79,1176,28664,775163,373313,42104,33219,4836,2519,113319,54855,151546,73043,29750,29672,78,1187,28580,739619,356908,41962,33309,4796,2556,119601,58167,154533,74143,29912,29841,71,1195,29070,732307,354327,42753,34013,4910,2713,130790,63809,136743,65678,30837,30715,122,1213,28975,733359,355752,42569,33976,4922,2775,124701,60660,121456,58323,38500,30841,1656,5645,358,1227,29084,727380,353231,43308,34557,4727,2747,119865,58207,124961,60308,39325,31437,1582,5962,344,1241,29365,733941,356669,44080,35143,4673,2772,126797,61530,121782,59088,40222,32018,1626,6202,376,1261,30119,752499,366319,45201,35974,4705,2793,130161,63562,112708,54720,41341,32973,1722,6223,423,1277,31148,769744,375040,46568,37033,4664,2863,133889,65351,119398,58171,42747,34130,1818,6383,416,1298,31292,761731,371190,46820,37329,4760,3107,121552,59425,131501,64310,43815,34913,1909,6576,417
"경기","국립",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"경기","공립",1065,27489,950101,455361,36218,27788,4758,2428,154811,74032,164079,77564,27513,27493,20,1091,27925,918623,441403,37602,29123,4561,2193,137545,65965,164297,78157,27913,27913,0,1111,28186,878204,422492,38857,30094,4556,2212,121266,58051,160031,76367,28201,28201,0,1142,28656,846181,406390,40353,31494,4760,2361,125073,60134,159616,77359,29260,29192,68,1156,28463,813013,391189,41523,32597,4826,2437,122404,59127,154845,74493,29158,29079,79,1173,28598,773301,372411,42015,33164,4815,2513,113003,54701,151239,72892,29674,29596,78,1184,28513,737783,356029,41870,33251,4775,2549,119284,58008,154224,73981,29835,29764,71,1192,29003,730482,353428,42660,33955,4884,2705,130473,63651,136436,65546,30770,30648,122,1210,28907,731575,354863,42470,33912,4895,2766,124383,60509,121173,58184,38384,30773,1654,5607,350,1224,29015,725597,352336,43207,34490,4701,2739,119547,58047,124683,60171,39209,31370,1580,5923,336,1238,29297,732145,355771,43984,35082,4649,2764,126482,61362,121502,58943,40108,31951,1624,6165,368,1258,30052,750721,365428,45111,35916,4681,2785,129845,63409,112428,54585,41218,32898,1720,6187,413,1274,31081,767943,374127,46476,36972,4639,2856,133575,65194,119121,58035,42624,34055,1816,6347,406,1295,31223,759915,370279,46726,37268,4733,3097,121238,59269,131240,64184,43682,34837,1907,6541,397
"경기","사립",3,61,1807,877,80,52,19,6,292,146,274,127,63,61,2,3,66,1963,966,91,61,19,6,360,168,270,126,66,66,0,3,66,1937,946,97,63,17,6,326,161,313,157,66,66,0,3,66,1954,952,96,60,19,6,333,164,308,160,75,75,0,3,67,1914,930,96,58,15,5,315,153,317,157,76,76,-,3,66,1862,902,89,55,21,6,316,154,307,151,76,76,-,3,67,1836,879,92,58,21,7,317,159,309,162,77,77,-,3,67,1825,899,93,58,26,8,317,158,307,132,67,67,-,3,68,1784,889,99,64,27,9,318,151,283,139,116,68,2,38,8,3,69,1783,895,101,67,26,8,318,160,278,137,116,67,2,39,8,3,68,1796,898,96,61,24,8,315,168,280,145,114,67,2,37,8,3,67,1778,891,90,58,24,8,316,153,280,135,123,75,2,36,10,3,67,1801,913,92,61,25,7,314,157,277,136,123,75,2,36,10,3,69,1816,911,94,61,27,10,314,156,261,126,133,76,2,35,20
"강원","계",363,4571,114973,54987,6154,3849,1602,608,18322,8625,19712,9246,4855,4790,65,361,4541,110747,52935,6401,4089,1441,458,16392,7742,19964,9481,4713,4674,39,353,4466,105480,50479,6492,4168,1437,468,14389,6882,19479,9351,4659,4617,42,353,4445,99797,47623,6528,4208,1425,473,14005,6738,19534,9496,4636,4611,25,353,4424,94442,44975,6629,4357,1433,469,13532,6465,18915,9077,4584,4552,32,352,4374,88865,42251,6683,4430,1419,471,12609,6014,18169,8725,4529,4501,28,351,4361,83187,39696,6754,4463,1400,461,12418,5953,18151,8537,4552,4529,23,351,4321,80458,38520,6702,4430,1461,492,13697,6517,16190,7695,4599,4577,22,351,4342,78414,37683,6699,4434,1499,512,12484,6043,14330,6828,5987,4592,241,1081,73,351,4277,76772,36986,6558,4361,1466,530,12270,5977,13863,6689,5975,4564,245,1091,75,351,4280,75722,36563,6541,4360,1431,531,12744,6191,13454,6422,5955,4552,237,1103,63,351,4271,75412,36443,6558,4385,1410,542,12543,6042,12454,5961,6003,4565,255,1122,61,349,4292,75617,36697,6648,4434,1344,530,12620,6242,12241,5877,6005,4575,252,1114,64,347,4246,73478,35755,6638,4422,1351,582,11212,5468,13464,6416,6063,4654,246,1100,63
"강원","국립",1,19,495,245,26,12,3,1,76,37,85,45,18,18,0,1,19,502,248,27,14,2,0,83,40,87,40,18,18,0,1,19,498,247,27,15,2,0,84,40,87,45,19,19,0,1,19,485,241,27,16,4,1,80,40,90,46,19,19,0,1,19,487,239,26,15,5,1,73,36,78,41,19,19,-,1,19,484,239,26,17,5,2,75,38,83,42,19,19,-,1,19,475,236,26,15,2,1,74,37,86,43,19,19,-,1,19,458,231,26,13,2,-,74,37,85,42,19,19,-,1,19,444,225,26,11,2,1,74,36,85,42,29,19,9,1,-,1,19,443,220,26,11,2,1,75,36,75,39,29,19,9,1,-,1,19,437,219,26,10,2,1,74,37,71,35,29,19,9,1,-,1,19,436,210,26,10,2,0,72,34,73,38,29,19,9,1,0,1,19,433,216,26,11,2,0,74,36,70,36,29,19,9,1,0,1,19,437,215,26,10,4,1,74,36,65,34,29,19,9,1,-
"강원","공립",359,4525,113778,54400,6098,3816,1591,605,18076,8511,19547,9166,4805,4740,65,357,4493,109454,52292,6341,4054,1430,455,16153,7614,19787,9399,4663,4624,39,349,4417,104186,49857,6431,4133,1427,465,14139,6770,19295,9256,4609,4567,42,349,4393,98439,46950,6464,4169,1413,470,13741,6608,19351,9410,4567,4543,24,349,4371,93028,44277,6549,4307,1420,466,13264,6331,18737,8986,4513,4482,31,348,4321,87516,41592,6616,4389,1406,467,12375,5901,17964,8625,4458,4430,28,347,4306,81859,39047,6688,4420,1389,458,12140,5820,17952,8439,4481,4458,23,347,4266,79088,37862,6633,4387,1450,490,13421,6383,16001,7595,4527,4505,22,347,4287,77078,37039,6629,4389,1487,508,12229,5918,14129,6735,5874,4536,226,1055,57,347,4222,75400,36321,6488,4317,1454,526,11991,5840,13676,6599,5862,4508,230,1065,59,347,4224,74316,35880,6469,4317,1418,527,12380,6002,13285,6337,5842,4496,222,1077,47,347,4215,73991,35744,6488,4346,1398,540,12292,5916,12268,5870,5891,4510,240,1096,45,345,4236,74216,36000,6577,4392,1331,528,12376,6132,12017,5777,5889,4519,233,1089,48,343,4190,72068,35035,6569,4380,1336,579,10962,5345,13278,6330,5947,4598,227,1075,47
