"시도별","지출목적별",1997. 01,1997. 02,1997. 03,1997. 04,1997. 05,1997. 06,1997. 07,1997. 08,1997. 09,1997. 10,1997. 11,1997. 12,1998. 01,1998. 02,1998. 03,1998. 04,1998. 05,1998. 06,1998. 07,1998. 08,1998. 09,1998. 10,1998. 11,1998. 12,1999. 01,1999. 02,1999. 03,1999. 04,1999. 05,1999. 06,1999. 07,1999. 08,1999. 09,1999. 10,1999. 11,1999. 12,2000. 01,2000. 02,2000. 03,2000. 04,2000. 05,2000. 06,2000. 07,2000. 08,2000. 09,2000. 10,2000. 11,2000. 12,2001. 01,2001. 02,2001. 03,2001. 04,2001. 05,2001. 06,2001. 07,2001. 08,2001. 09,2001. 10,2001. 11,2001. 12,2002. 01,2002. 02,2002. 03,2002. 04,2002. 05,2002. 06,2002. 07,2002. 08,2002. 09,2002. 10,2002. 11,2002. 12,2003. 01,2003. 02,2003. 03,2003. 04,2003. 05,2003. 06,2003. 07,2003. 08,2003. 09,2003. 10,2003. 11,2003. 12,2004. 01,2004. 02,2004. 03,2004. 04,2004. 05,2004. 06,2004. 07,2004. 08,2004. 09,2004. 10,2004. 11,2004. 12,2005. 01,2005. 02,2005. 03,2005. 04,2005. 05,2005. 06,2005. 07,2005. 08,2005. 09,2005. 10,2005. 11,2005. 12,2006. 01,2006. 02,2006. 03,2006. 04,2006. 05,2006. 06,2006. 07,2006. 08,2006. 09,2006. 10,2006. 11,2006. 12,2007. 01,2007. 02,2007. 03,2007. 04,2007. 05,2007. 06,2007. 07,2007. 08,2007. 09,2007. 10,2007. 11,2007. 12,2008. 01,2008. 02,2008. 03,2008. 04,2008. 05,2008. 06,2008. 07,2008. 08,2008. 09,2008. 10,2008. 11,2008. 12,2009. 01,2009. 02,2009. 03,2009. 04,2009. 05,2009. 06,2009. 07,2009. 08,2009. 09,2009. 10,2009. 11,2009. 12,2010. 01,2010. 02,2010. 03,2010. 04,2010. 05,2010. 06,2010. 07,2010. 08,2010. 09,2010. 10,2010. 11,2010. 12,2011. 01,2011. 02,2011. 03,2011. 04,2011. 05,2011. 06,2011. 07,2011. 08,2011. 09,2011. 10,2011. 11,2011. 12,2012. 01,2012. 02,2012. 03,2012. 04,2012. 05,2012. 06,2012. 07,2012. 08,2012. 09,2012. 10,2012. 11,2012. 12,2013. 01,2013. 02,2013. 03,2013. 04,2013. 05,2013. 06,2013. 07,2013. 08,2013. 09,2013. 10,2013. 11,2013. 12,2014. 01,2014. 02,2014. 03,2014. 04,2014. 05,2014. 06,2014. 07,2014. 08,2014. 09,2014. 10,2014. 11,2014. 12,2015. 01,2015. 02,2015. 03,2015. 04,2015. 05,2015. 06,2015. 07,2015. 08,2015. 09,2015. 10,2015. 11,2015. 12,2016. 01,2016. 02,2016. 03,2016. 04,2016. 05,2016. 06,2016. 07,2016. 08,2016. 09,2016. 10,2016. 11,2016. 12,2017. 01,2017. 02,2017. 03,2017. 04,2017. 05,2017. 06,2017. 07,2017. 08,2017. 09,2017. 10,2017. 11,2017. 12,2018. 01,2018. 02,2018. 03,2018. 04,2018. 05,2018. 06,2018. 07,2018. 08,2018. 09,2018. 10,2018. 11,2018. 12,2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08,2020. 09,2020. 10,2020. 11,2020. 12,2021. 01,2021. 02,2021. 03,2021. 04,2021. 05,2021. 06,2021. 07,2021. 08,2021. 09
"전국","국공립대학교납입금",45.971,45.971,48.538,48.538,48.538,48.538,48.538,48.538,48.619,48.619,48.619,48.619,48.619,48.619,49.341,49.341,49.341,49.341,49.341,49.341,49.502,49.502,49.502,49.502,49.502,49.502,50.344,50.344,50.344,50.344,50.344,50.344,50.705,50.705,50.705,50.705,50.399,50.399,55.361,55.361,55.361,55.361,55.361,55.361,55.416,55.416,55.416,55.416,55.416,55.416,59.343,59.343,58.471,58.471,58.471,58.471,58.471,58.471,58.471,58.471,58.471,58.471,63.979,63.979,63.979,63.979,63.979,63.979,64.360,64.360,64.360,64.360,64.360,64.360,70.742,70.742,70.742,70.742,70.742,70.742,71.289,71.289,71.289,71.289,71.289,71.289,79.033,79.033,79.033,79.033,79.033,79.033,79.033,79.033,79.033,79.033,79.001,79.001,85.059,85.059,85.059,85.059,85.059,85.059,85.310,85.310,85.310,85.310,85.310,85.310,91.200,91.200,91.200,91.200,91.200,91.200,91.368,91.368,91.368,91.368,91.368,91.368,99.613,99.530,99.530,99.530,99.530,99.530,99.025,99.025,99.025,99.025,99.025,99.025,108.111,108.111,108.111,108.111,107.437,107.437,107.690,107.690,107.690,107.690,107.690,107.690,108.784,108.784,108.784,108.784,108.784,108.784,108.784,108.784,108.784,108.784,108.898,108.898,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.665,109.993,109.993,109.993,109.993,109.993,109.993,109.993,109.993,109.993,109.993,111.209,111.209,100.758,100.769,100.769,100.769,100.769,100.769,100.769,100.769,100.769,100.769,100.769,100.769,100.484,100.484,100.484,100.484,100.484,100.484,100.484,100.484,100.484,100.484,100.484,100.484,100.100,100.100,100.100,100.100,100.100,100.100,100.100,100.100,100.100,100.100,100.13,100.13,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.98,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.81,99.84,99.84,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,99.46,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.50,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.41,98.35,98.35,98.35,98.35,98.35,98.35,96.28,96.28,96.28,96.28,96.28,96.28,98.34,98.34,98.34,98.34,98.34,98.34,98.34
"전국","사립대학교납입금",51.588,51.588,54.931,54.931,54.931,54.931,54.931,54.931,54.931,54.931,54.931,54.931,54.931,54.931,55.548,55.548,55.548,55.548,55.548,55.548,55.548,55.548,55.548,55.548,55.548,55.548,55.723,55.723,55.811,55.811,55.811,55.811,55.811,55.811,55.811,55.811,55.950,55.950,60.922,60.922,60.922,60.863,60.863,60.863,60.383,60.383,60.383,60.383,60.383,60.383,64.518,64.518,64.038,64.038,64.038,64.038,63.979,63.979,63.979,63.979,63.979,63.979,68.650,68.351,68.291,68.231,68.231,68.231,68.231,68.231,68.231,68.231,68.231,68.231,73.563,73.383,73.143,73.143,73.143,73.143,73.143,73.143,73.143,73.143,73.143,73.143,78.355,78.296,78.236,78.055,77.936,77.936,77.936,77.936,77.936,77.936,77.977,77.977,82.205,82.205,82.042,81.961,81.961,81.961,81.880,81.880,81.880,81.880,81.880,81.880,87.572,87.572,87.572,87.572,87.572,87.408,87.246,87.246,87.246,87.246,87.246,87.246,93.832,93.832,93.751,93.588,93.588,93.588,93.588,93.588,93.588,93.588,93.588,93.588,100.500,100.500,100.500,100.418,100.337,100.337,100.256,100.256,100.256,100.256,100.256,100.256,100.743,100.743,100.743,100.743,100.743,100.743,101.069,101.069,101.069,101.069,100.992,100.992,102.011,102.011,102.011,102.011,102.011,102.011,102.113,102.113,102.113,102.113,102.113,102.113,104.457,104.457,104.457,104.457,104.457,104.457,104.355,104.355,104.355,104.355,104.294,104.294,100.992,100.992,100.992,100.992,100.992,100.992,101.012,101.012,101.012,101.012,101.012,101.012,100.380,100.380,100.380,100.380,100.380,100.380,100.391,100.391,100.391,100.391,100.391,100.391,100.054,100.054,100.054,100.054,100.054,100.054,100.065,100.065,100.065,100.065,100.09,100.09,99.98,99.98,99.98,99.98,99.98,99.97,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.99,99.98,99.98,99.98,99.98,99.98,99.98,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.92,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,99.44,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.99,98.28,98.28,98.28,98.28,98.28,98.28,96.21,96.21,96.21,96.21,96.21,96.21,97.63,97.63,97.63,97.63,97.63,97.63,97.63
"전국","국공립대학원납입금",45.277,45.277,49.778,49.778,49.778,49.778,49.778,49.778,49.778,49.778,49.778,49.778,49.778,49.778,51.136,51.136,51.136,51.136,51.136,51.136,51.136,51.136,51.136,51.136,51.136,51.136,51.368,51.368,51.368,51.368,51.368,51.368,51.368,51.368,51.368,51.368,51.591,51.591,55.950,55.950,55.950,55.950,55.950,55.950,55.785,55.785,55.785,55.785,55.785,55.785,59.757,59.757,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,59.261,63.951,63.730,63.730,63.619,63.619,63.619,63.619,63.619,63.619,63.619,63.619,63.619,68.365,68.365,68.365,68.254,68.254,68.254,68.254,68.254,68.254,68.254,68.254,68.254,72.834,72.834,72.779,72.779,72.779,72.779,72.779,72.669,72.669,72.669,70.069,70.069,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,77.214,83.977,83.977,83.977,83.977,83.977,83.977,83.977,83.977,83.977,83.977,83.977,83.977,91.425,91.425,91.425,91.425,91.425,91.425,91.349,91.349,91.349,91.349,91.349,91.349,99.557,99.557,99.557,99.557,98.493,98.493,98.493,98.493,98.493,98.493,98.493,98.493,99.025,99.025,99.025,99.025,99.025,99.025,99.025,99.025,99.025,99.025,98.875,98.875,100.175,100.175,100.175,100.175,100.175,100.175,100.175,100.175,100.175,100.175,100.175,100.175,100.275,100.275,100.275,100.275,100.275,100.275,100.275,100.275,100.275,100.275,100.245,100.245,100.075,100.075,100.075,100.075,100.075,100.075,100.075,100.075,100.075,100.075,100.075,100.075,100.055,100.055,100.055,100.055,100.055,100.055,100.055,100.055,100.055,100.055,100.055,100.055,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,100.005,99.93,99.93,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.02,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.29,100.33,100.33,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.37,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,100.72,101.33,101.33,101.33,101.33,101.33,101.33,101.33,101.33,101.33,101.33,101.33,101.33,101.81,101.81,101.81,101.81,101.81,101.81,101.81,101.81,101.81,101.81,101.81,101.81,101.99,101.99,101.99,101.99,101.99,101.99,101.99
"전국","사립대학원납입금",39.228,39.228,41.601,41.601,41.601,41.601,41.601,41.601,41.633,41.633,41.633,41.633,41.633,41.633,41.828,41.828,41.828,41.828,41.828,41.828,42.381,42.381,42.381,42.381,42.381,42.381,44.136,44.136,44.136,44.136,44.136,44.136,44.721,44.721,44.721,44.721,45.331,45.331,50.439,50.439,50.439,50.439,50.439,50.439,50.439,50.439,50.439,50.439,50.439,50.439,54.010,54.010,54.010,54.010,54.010,54.010,54.059,54.059,54.059,54.059,54.059,54.059,58.919,58.919,58.919,58.919,58.919,58.919,59.218,59.218,59.218,59.218,59.218,59.218,64.772,64.772,64.772,64.772,64.772,64.772,65.119,65.119,65.119,65.119,65.119,65.119,71.269,71.269,71.269,71.269,71.269,71.269,71.269,71.269,71.269,71.269,73.707,73.707,77.951,77.951,77.874,77.874,77.874,77.874,77.797,77.797,77.797,77.797,77.797,77.797,82.351,82.351,82.351,82.351,82.351,82.196,82.119,82.119,82.119,82.119,82.119,82.119,87.831,87.831,87.831,87.676,87.676,87.676,87.676,87.676,87.676,87.676,87.676,87.676,93.618,93.618,93.618,93.464,93.464,93.464,93.387,93.387,93.387,93.387,93.387,93.387,94.236,94.236,94.236,94.236,94.236,94.236,94.236,94.236,94.236,94.236,94.216,94.216,95.938,95.938,95.938,95.938,95.938,95.938,95.938,95.938,95.938,95.938,95.938,95.938,98.234,98.234,98.234,98.234,98.234,98.234,98.234,98.234,98.234,98.234,98.205,98.205,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,97.861,98.521,98.521,98.521,98.521,98.521,98.521,98.521,98.521,98.521,98.521,98.521,98.521,99.534,99.534,99.534,99.534,99.534,99.534,99.534,99.534,99.534,99.534,99.66,99.66,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.07,100.51,100.51,100.51,100.51,100.51,100.51,100.67,100.67,100.67,100.67,100.65,100.65,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.06,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,101.63,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.06,102.53,102.53,102.53,102.53,102.53,102.53,102.53,102.53,102.53,102.53,102.53,102.53,102.69,102.69,102.69,102.69,102.69,102.69,102.69
"전국","10.4 기타교육",52.359,52.776,53.702,54.212,54.491,54.676,54.815,54.861,54.907,55.046,55.185,55.463,56.204,56.947,57.178,57.224,57.178,57.131,57.085,57.131,57.039,57.039,56.901,56.853,56.760,56.668,56.807,56.901,56.947,56.947,56.993,57.039,57.085,57.039,57.085,57.131,57.545,57.840,58.663,58.839,58.898,58.898,58.956,59.015,59.133,59.133,59.192,59.192,59.662,60.191,61.014,61.014,61.073,61.131,61.131,61.073,61.073,61.131,61.602,61.660,61.720,61.955,63.130,63.777,63.777,63.835,63.894,63.894,64.012,64.012,64.070,64.129,64.482,64.834,66.422,66.539,66.716,66.774,66.834,66.892,66.892,66.951,66.951,67.656,67.950,68.068,69.303,69.361,69.537,69.596,69.773,69.773,69.713,69.713,69.713,69.713,69.927,70.498,71.426,71.497,71.568,71.568,71.568,71.568,71.568,71.711,71.711,71.711,71.854,72.781,74.137,74.351,74.494,74.565,74.565,74.565,74.637,74.637,74.779,74.779,75.279,76.634,78.061,78.276,78.347,78.418,78.489,78.489,78.633,78.704,78.704,78.846,79.489,79.774,81.558,81.915,82.058,82.058,82.129,82.129,82.272,82.200,82.272,82.343,82.343,82.700,83.556,83.770,83.770,83.842,83.913,83.984,84.127,84.127,84.127,84.270,84.647,84.904,85.591,85.762,85.848,85.848,85.934,86.019,86.105,86.105,86.277,86.362,87.048,87.220,88.335,88.678,88.678,88.850,88.850,88.935,89.021,89.107,89.193,89.364,89.930,90.333,91.397,92.066,92.460,92.537,92.769,93.361,93.515,93.584,93.704,93.789,94.604,95.042,95.625,95.728,95.856,95.942,95.985,96.062,96.234,96.259,96.294,96.397,96.834,97.117,97.949,98.000,98.060,98.103,98.120,98.172,98.326,98.283,98.326,98.429,99.10,99.29,99.56,99.90,99.97,100.01,100.11,100.21,100.41,100.42,100.46,100.56,101.15,101.48,101.86,102.03,102.22,102.24,102.32,102.37,102.55,102.61,102.64,102.70,103.08,103.32,103.63,103.77,103.82,103.86,103.88,103.93,103.96,103.97,104.02,104.06,104.65,105.07,105.53,105.83,105.89,105.91,105.97,106.10,106.20,106.31,106.30,106.38,107.08,107.23,107.61,107.71,107.83,107.95,107.96,108.00,108.05,108.25,108.33,108.44,108.79,109.07,109.19,109.26,109.40,109.45,109.58,109.63,109.78,109.93,110.10,110.14,110.42,110.65,111.10,111.31,111.41,111.47,111.53,111.61,111.32
"전국","학원 및 보습교육",52.089,52.409,53.414,53.963,54.147,54.421,54.604,54.604,54.649,54.832,54.969,55.290,56.113,56.707,56.890,56.890,56.844,56.844,56.707,56.707,56.662,56.616,56.479,56.479,56.388,56.342,56.479,56.571,56.616,56.616,56.616,56.707,56.753,56.753,56.753,56.799,57.357,57.651,58.589,58.764,58.764,58.824,58.824,58.882,58.999,59.057,59.057,59.057,59.469,59.997,60.817,60.758,60.817,60.876,60.876,60.817,60.817,60.817,61.345,61.404,61.462,61.697,62.929,63.573,63.632,63.691,63.750,63.750,63.808,63.867,63.926,63.926,64.277,64.629,66.330,66.389,66.565,66.623,66.682,66.800,66.741,66.800,66.800,67.562,67.855,67.914,69.204,69.321,69.497,69.497,69.732,69.673,69.615,69.615,69.673,69.673,69.903,70.474,71.401,71.472,71.543,71.543,71.543,71.543,71.615,71.687,71.687,71.687,71.829,72.757,74.183,74.397,74.468,74.540,74.611,74.611,74.611,74.682,74.825,74.825,75.253,76.679,78.177,78.391,78.535,78.535,78.606,78.606,78.748,78.748,78.820,78.891,79.604,79.818,81.672,82.030,82.101,82.172,82.172,82.172,82.315,82.243,82.243,82.315,82.315,82.600,83.527,83.742,83.742,83.813,83.884,83.884,84.027,84.027,84.027,84.169,84.571,84.742,85.514,85.685,85.771,85.771,85.856,85.942,86.028,86.028,86.199,86.285,86.884,87.056,88.255,88.598,88.684,88.770,88.770,88.855,88.941,89.112,89.112,89.198,89.815,90.235,91.357,92.051,92.454,92.514,92.745,93.345,93.499,93.576,93.679,93.765,94.596,95.050,95.659,95.761,95.890,95.976,96.001,96.087,96.250,96.284,96.310,96.404,96.798,97.064,97.955,97.989,98.084,98.109,98.152,98.195,98.358,98.281,98.289,98.401,99.08,99.27,99.57,99.91,99.98,100.02,100.11,100.20,100.41,100.43,100.46,100.57,101.21,101.55,101.92,102.09,102.28,102.29,102.40,102.45,102.62,102.68,102.73,102.75,103.14,103.40,103.70,103.83,103.88,103.93,103.94,103.99,104.05,104.06,104.08,104.11,104.69,105.13,105.58,105.90,105.95,105.97,106.02,106.17,106.25,106.33,106.33,106.41,107.14,107.28,107.68,107.78,107.91,108.07,108.11,108.14,108.17,108.35,108.44,108.55,108.89,109.16,109.27,109.35,109.47,109.53,109.67,109.71,109.87,110.01,110.16,110.20,110.49,110.72,111.17,111.39,111.52,111.56,111.62,111.70,111.36
"전국","초등학생학원비",52.119,52.307,53.998,55.077,55.218,55.218,55.030,55.030,55.077,55.547,56.392,57.330,59.444,59.444,59.819,59.866,59.866,59.679,58.693,58.739,58.739,58.693,58.645,58.645,58.599,58.457,58.223,58.223,58.223,58.223,58.223,58.317,58.317,58.317,58.317,58.317,58.314,58.488,58.314,58.430,58.255,58.314,58.372,58.430,58.372,58.430,58.430,58.372,58.780,58.839,60.356,60.356,60.415,60.415,60.415,60.648,60.648,60.882,60.882,60.882,60.998,61.173,62.107,62.340,62.458,62.458,62.225,62.225,62.399,62.574,62.633,62.633,62.691,62.750,63.392,63.392,63.392,63.392,63.392,63.742,63.859,63.859,63.859,63.917,64.092,64.208,65.785,65.843,65.960,65.960,66.018,65.727,66.077,66.018,66.018,66.018,66.048,66.048,67.124,67.191,67.259,67.460,67.595,67.595,67.595,67.730,67.730,67.730,67.864,68.133,69.007,69.276,69.343,69.479,69.479,69.479,69.613,69.613,69.680,69.680,70.622,70.823,72.236,73.245,73.245,73.581,73.581,73.715,73.917,74.120,74.120,74.456,75.666,75.800,77.482,77.886,78.289,78.424,78.491,78.491,78.558,78.558,78.558,78.558,79.029,79.164,80.374,80.845,80.845,81.585,81.720,81.854,82.056,82.056,82.056,82.257,83.274,83.954,84.975,85.060,85.060,85.145,85.145,85.315,85.655,85.740,85.740,85.825,86.676,86.591,88.803,88.718,88.718,88.718,88.718,88.632,88.632,88.888,88.888,88.888,90.019,90.393,92.060,92.545,92.749,92.834,92.996,93.022,93.039,93.353,93.464,93.464,93.923,94.629,95.250,95.480,95.743,95.829,95.829,95.990,96.390,96.364,96.441,96.645,97.087,97.206,98.491,98.397,98.525,98.508,98.542,98.678,98.908,98.908,98.908,98.840,99.47,99.55,99.43,99.83,100.00,100.14,100.25,100.29,100.29,100.29,100.11,100.35,100.96,101.57,101.90,101.96,102.26,102.30,102.30,102.35,102.36,102.42,102.42,102.16,102.34,102.78,103.00,103.00,103.26,103.26,103.27,103.28,103.31,103.34,103.34,103.34,103.99,104.29,104.79,104.94,104.94,104.94,104.92,104.98,105.03,105.03,105.04,105.10,105.50,105.51,105.87,105.89,105.92,105.94,105.94,105.98,105.92,106.05,106.05,106.19,106.88,107.07,107.25,107.07,107.15,107.15,107.31,107.29,107.78,108.09,108.30,108.32,108.42,108.51,108.74,108.84,108.89,108.89,108.99,109.09,109.31
"전국","중학생학원비",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.595,66.681,68.037,68.173,68.173,68.173,68.173,68.241,68.241,68.241,68.241,68.241,68.445,70.208,72.243,72.514,72.650,72.718,72.785,72.785,72.785,73.057,73.057,73.057,73.803,74.278,75.635,75.703,75.770,75.770,75.838,75.838,76.041,75.974,76.246,76.585,77.738,77.873,79.705,80.180,80.044,80.044,80.044,80.112,80.315,80.180,80.247,80.247,80.383,80.451,82.011,82.215,82.215,82.215,82.283,82.283,82.486,82.554,82.486,82.554,82.847,82.931,83.517,83.768,83.935,83.935,83.768,83.852,83.935,83.935,84.019,84.186,85.023,85.274,86.195,86.530,86.613,86.530,86.613,86.697,86.864,86.697,86.781,86.781,87.835,88.287,89.509,90.337,91.216,91.199,91.726,92.111,92.463,92.480,92.630,92.798,93.693,94.329,95.040,95.091,95.291,95.358,95.400,95.517,95.584,95.693,95.693,95.768,96.011,96.279,96.881,96.932,97.024,97.082,97.158,97.191,97.358,97.568,97.568,97.819,98.81,99.17,99.57,100.10,100.19,100.26,100.26,100.29,100.29,100.32,100.34,100.40,101.12,101.53,101.54,101.69,101.99,102.00,101.95,102.00,102.11,102.19,102.16,102.16,102.42,102.60,102.80,102.83,102.83,102.91,102.92,102.97,103.05,103.06,103.06,103.07,103.85,104.16,104.28,104.53,104.57,104.59,104.63,104.94,105.07,105.27,105.27,105.36,105.77,105.96,106.23,106.35,106.43,106.78,106.83,106.85,106.82,107.01,107.02,107.03,107.90,108.24,108.28,108.39,108.62,108.62,108.81,108.81,109.07,109.30,109.29,109.38,109.87,110.21,110.57,110.80,110.87,110.87,110.87,110.87,110.90
"전국","고등학생학원비",44.434,44.664,45.463,45.881,46.225,46.682,46.720,46.758,46.758,46.796,46.834,46.986,47.291,47.329,47.443,47.519,47.519,47.519,47.519,47.481,47.291,47.252,47.291,47.329,47.329,47.329,47.367,47.519,47.558,47.558,47.558,47.671,47.710,47.710,47.710,47.710,47.583,48.123,48.762,49.155,49.253,49.253,49.302,49.400,49.597,49.597,49.597,49.695,50.235,51.119,51.708,51.855,51.953,51.953,52.002,51.757,51.757,51.806,51.806,51.953,51.953,52.445,54.213,54.802,54.802,54.851,54.998,54.998,55.048,55.097,55.097,55.097,55.293,55.882,57.994,58.043,58.338,58.435,58.533,58.632,58.632,58.632,58.632,58.829,59.369,59.467,60.646,60.744,60.891,60.940,61.038,61.038,60.989,60.989,61.038,61.087,61.106,62.117,63.381,63.507,63.507,63.507,63.507,63.570,63.570,63.570,63.570,63.570,63.760,65.403,67.298,67.551,67.677,67.741,67.804,67.804,67.804,68.057,68.057,68.057,68.309,68.878,71.595,71.658,71.848,71.848,71.974,71.974,72.101,72.101,72.037,72.037,72.480,72.985,76.145,76.587,76.713,76.713,76.713,76.713,76.840,76.840,76.840,76.840,76.524,77.535,78.356,78.483,78.420,78.420,78.356,78.420,78.420,78.293,78.356,78.546,79.603,79.684,80.735,80.897,80.816,80.816,80.977,81.058,81.139,81.139,81.462,81.462,82.432,82.755,84.210,85.018,85.180,85.261,85.018,85.180,85.180,85.422,85.422,85.907,85.899,86.707,87.814,89.115,89.495,89.495,89.617,91.790,91.960,91.993,92.178,92.267,93.407,93.803,94.482,94.401,94.482,94.716,94.797,94.813,94.845,94.829,94.829,94.910,95.678,96.122,97.561,97.464,97.504,97.528,97.528,97.553,97.747,98.110,98.110,98.264,99.25,99.42,99.81,99.83,99.87,99.88,100.10,100.27,100.27,100.28,100.48,100.55,101.61,101.74,102.55,102.72,102.80,102.83,103.07,103.11,103.61,103.67,103.70,103.86,104.43,104.81,105.08,105.26,105.32,105.35,105.35,105.38,105.40,105.40,105.44,105.44,105.84,106.65,107.14,107.68,107.69,107.69,107.74,107.88,107.99,108.08,108.08,108.14,108.78,108.95,109.26,109.26,109.41,109.53,109.52,109.55,109.67,109.88,110.18,110.45,110.53,110.72,110.91,110.89,111.04,111.17,111.39,111.53,111.57,111.62,111.97,111.98,112.09,112.23,112.37,112.44,112.57,112.55,112.62,112.69,112.69
"전국","음악학원비",55.044,55.244,57.002,57.353,57.102,57.102,57.957,58.058,58.207,58.308,58.308,59.664,59.865,60.015,60.116,60.065,60.015,59.965,60.015,60.116,60.367,60.267,60.015,60.015,59.563,59.614,59.815,59.965,60.015,60.015,60.015,60.015,60.166,60.166,60.217,60.217,60.168,59.802,60.898,61.021,61.021,61.021,61.021,61.081,61.142,61.142,61.142,61.142,61.629,61.629,62.847,62.847,62.908,62.908,62.908,62.665,62.604,62.604,62.604,62.604,62.726,62.908,64.431,64.491,64.552,64.552,64.613,64.613,64.674,64.674,64.735,64.979,65.465,65.709,67.476,67.658,67.780,67.840,67.840,67.840,67.353,67.415,67.476,67.476,67.537,67.537,69.120,69.363,70.033,70.033,69.973,69.851,69.851,69.973,69.973,69.973,70.311,70.383,71.311,71.311,71.454,71.454,71.526,71.669,71.740,72.097,72.026,72.097,72.312,72.741,73.598,73.955,74.026,74.026,74.098,74.241,74.455,74.670,74.741,74.741,75.741,76.170,77.457,77.671,78.028,78.028,78.099,78.171,78.242,78.385,78.457,78.457,78.528,78.957,80.743,81.100,81.243,81.243,81.458,81.529,81.601,81.601,81.601,81.815,81.958,81.958,82.744,83.244,83.244,83.530,83.530,83.601,83.887,83.959,84.030,84.102,84.306,84.392,84.905,85.333,85.676,85.676,85.847,85.847,86.104,86.189,86.446,86.446,86.874,86.960,88.415,88.586,88.671,88.757,88.757,88.757,88.843,89.014,89.271,89.271,90.186,90.572,92.215,92.891,92.977,93.336,93.687,93.807,94.064,94.183,94.183,94.235,95.005,95.219,96.024,96.246,96.306,96.306,96.315,96.443,96.554,96.571,96.571,96.751,96.957,97.068,97.855,97.967,98.129,98.129,98.129,98.129,98.369,98.514,98.685,98.763,99.09,99.11,99.78,99.97,100.06,100.12,100.27,100.27,100.27,100.27,100.31,100.46,100.95,102.06,103.00,103.27,103.26,103.26,103.26,103.37,103.49,103.49,103.70,103.96,104.87,105.01,105.44,106.12,106.24,106.33,106.50,106.91,107.02,107.07,107.07,107.10,107.81,108.40,109.14,109.60,109.67,109.67,109.80,109.85,109.92,110.03,110.06,110.09,110.56,110.74,111.09,111.42,111.44,111.44,111.47,111.47,111.56,111.77,111.84,111.88,112.57,113.15,113.63,113.97,114.04,114.27,114.36,114.36,114.36,114.50,114.69,114.84,115.30,115.91,117.27,118.07,118.19,118.60,118.64,118.85,119.08
